SYSCALL(args) 		 = return
fstat64(0x4, 0x7FFF5FBFA7B0, 0x7FFF5FBFA87C)		 = 0 0
read_nocancel(0x4, "require 'nokogiri/xml/pp/node'\nrequire 'nokogiri/xml/pp/character_data'\n\0", 0x1000)		 = 72 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x7FFF5FBFA1A0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA1C0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x7FFF5FBFA1C0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA1E0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x0, 0x100250700)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA010, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/node.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9420, 0x7FFF5FBF94EC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    module PP\n      module Node\n        def inspect # :nodoc:\n          attributes = inspect_attributes.reject { |x|\n            begin\n              attribute = send x\n              !attribute || (attribute.respond_to?(:empty?)", 0x1000)		 = 1646 0
read_nocancel(0x4, " |t|\n              [t, send(t)] if respond_to?(t)\n            }.compact.find_all { |x|\n              if x.last\n                if [:attribute_nodes, :children].include? x.first\n                  !x.last.empty?\n                else\n                  true\n  ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x7FFF5FBFA180, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA1A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x7FFF5FBFA1A0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA1C0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x0, 0x1002782D0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9FF0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/pp/character_data.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9400, 0x7FFF5FBF94CC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    module PP\n      module CharacterData\n        def pretty_print pp # :nodoc:\n          nice_name = self.class.name.split('::').last\n          pp.group(2, \"#(#{nice_name} \", ')') do\n            pp.pp text\n          end\n       ", 0x1000)		 = 411 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x7FFF5FBFB510, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB530, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x7FFF5FBFB530, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB550, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x0, 0x100271920)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB380, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/parse_options.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA790, 0x7FFF5FBFA85C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    ###\n    # Parse options for passing to Nokogiri.XML or Nokogiri.HTML\n    class ParseOptions\n      # Strict parsing\n      STRICT      = 0\n      # Recover from errors\n      RECOVER     = 1 << 0\n      # Substitute entities\n   ", 0x1000)		 = 2205 0
read_nocancel(0x4, "   = 1 << 10\n      # Forbid network access\n      NONET       = 1 << 11\n      # Do not reuse the context dictionnary\n      NODICT      = 1 << 12\n      # remove redundant namespaces declarations\n      NSCLEAN     = 1 << 13\n      # merge CDATA as text nodes\n ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x7FFF5FBFB4F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB510, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x7FFF5FBFB510, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB530, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x0, 0x100257760)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB360, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA770, 0x7FFF5FBFA83C)		 = 0 0
read_nocancel(0x4, "require 'nokogiri/xml/sax/document'\nrequire 'nokogiri/xml/sax/parser_context'\nrequire 'nokogiri/xml/sax/parser'\nrequire 'nokogiri/xml/sax/push_parser'\n\0", 0x1000)		 = 151 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x7FFF5FBFA160, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA180, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x7FFF5FBFA180, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA1A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x0, 0x10025B320)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9FD0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/document.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF93E0, 0x7FFF5FBF94AC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    ###\n    # SAX Parsers are event driven parsers.  Nokogiri provides two different\n    # event based parsers when dealing with XML.  If you want to do SAX style\n    # parsing using HTML, check out Nokogiri::HTML::SAX.\n    #\n ", 0x1000)		 = 4096 0
read_nocancel(0x4, "with SAX v1 interface\n          name = [prefix, name].compact.join(':')\n          attributes = ns.map { |ns_prefix,ns_uri|\n            [['xmlns', ns_prefix].compact.join(':'), ns_uri]\n          } + attrs.map { |attr|\n            [[attr.prefix, attr.localna", 0x1000)		 = 1576 0
read_nocancel(0x4, "This method might be called multiple\n        # times given one contiguous string of characters.\n        #\n        # +string+ contains the character data\n        def characters string\n        end\n\n        ###\n        # Called when comments are encountered\n ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x7FFF5FBFA140, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA160, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x7FFF5FBFA160, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA180, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x0, 0x10026A440)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9FB0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser_context.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF93C0, 0x7FFF5FBF948C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    module SAX\n      ###\n      # Context for XML SAX parsers.  This class is usually not instantiated\n      # by the user.  Instead, you should be looking at\n      # Nokogiri::XML::SAX::Parser\n      class ParserContext\n        ", 0x1000)		 = 464 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x7FFF5FBFA120, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA140, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x7FFF5FBFA140, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA160, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x0, 0x10028E240)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9F90, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/parser.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF93A0, 0x7FFF5FBF946C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    module SAX\n      ###\n      # This parser is a SAX style parser that reads it's input as it\n      # deems necessary.  The parser takes a Nokogiri::XML::SAX::Document,\n      # an optional encoding, then given an XML input, se", 0x1000)		 = 3910 0
read_nocancel(0x4, "er = Nokogiri::XML::SAX::Parser.new(MyDoc.new)\n      #\n      #   # Send some XML to the parser\n      #   parser.parse(File.read(ARGV[0]))\n      #\n      # For more information about SAX parsers, see Nokogiri::XML::SAX.  Also\n      # see Nokogiri::XML::SAX::", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x7FFF5FBFA100, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA120, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x7FFF5FBFA120, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA140, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x0, 0x10025ACF0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9F70, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/sax/push_parser.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9380, 0x7FFF5FBF944C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    module SAX\n      ###\n      # PushParser can parse a document that is fed to it manually.  It\n      # must be given a SAX::Document object which will be called with\n      # SAX events as the document is being parsed.\n      #", 0x1000)		 = 1865 0
read_nocancel(0x4, " The Nokogiri::XML::SAX::Document on which the PushParser will be\n        # operating\n        attr_accessor :document\n\n        ###\n        # Create a new PushParser with +doc+ as the SAX Document, providing\n        # an optional +file_name+ and +encoding+\n", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x7FFF5FBFB4D0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB4F0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x7FFF5FBFB4F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB510, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x0, 0x1002C54E0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB340, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/node.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA750, 0x7FFF5FBFA81C)		 = 0 0
read_nocancel(0x4, "require 'stringio'\nrequire 'nokogiri/xml/node/save_options'\n\nmodule Nokogiri\n  module XML\n    ####\n    # Nokogiri::XML::Node is your window to the fun filled world of dealing\n    # with XML and HTML tags.  A Nokogiri::XML::Node may be treated similarly\n   ", 0x1000)		 = 4096 0
read_nocancel(0x4, "t.namespaces)\n      #\n      # A hash of variable bindings may also be appended to the namespace bindings. For example:\n      #\n      #   node.xpath('.//address[@domestic=$value]', nil, {:value => 'Yes'})\n      #\n      # Custom XPath functions may also be d", 0x1000)		 = 4096 0
read_nocancel(0x4, "\n      def at_css *rules\n        css(*rules).first\n      end\n\n      ###\n      # Get the attribute value for the attribute +name+\n      def [] name\n        return nil unless key?(name.to_s)\n        get(name.to_s)\n      end\n\n      ###\n      # Add +node_or_ta", 0x1000)		 = 4096 0
read_nocancel(0x4, "eSet (if +node_or_tags+ is a DocumentFragment, NodeSet, or string).\n      #\n      # Also see related method +inner_html=+\n      def children= node_or_tags\n        node_or_tags = coerce(node_or_tags)\n        children.unlink\n        if node_or_tags.is_a?(XML", 0x1000)		 = 4096 0
read_nocancel(0x4, "  Returns a XML::NodeSet containing the nodes parsed from\n      # +string_or_io+.\n      def parse string_or_io, options = nil\n        options ||= (document.html? ? ParseOptions::DEFAULT_HTML : ParseOptions::DEFAULT_XML)\n        if Fixnum === options\n      ", 0x1000)		 = 4096 0
read_nocancel(0x4, "to this node as a CSS expression\n      def css_path\n        path.split(/\\//).map { |part|\n          part.length == 0 ? nil : part.gsub(/\\[(\\d+)\\]/, ':nth-of-type(\\1)')\n        }.compact.join(' > ')\n      end\n\n      ###\n      # Get a list of ancestor Node f", 0x1000)		 = 4096 0
read_nocancel(0x4, "           SaveOptions::NO_DECLARATION |\n                                SaveOptions::NO_EMPTY_TAGS |\n                                SaveOptions::AS_HTML\n\n        serialize(options)\n      end\n\n      ###\n      # Serialize this Node to XML using +options+\n ", 0x1000)		 = 4096 0
mmap(0x0, 0x13D000, 0x3, 0x1002, 0x3000000, 0x0)		 = 0x1000000 0
read_nocancel(0x4, "ram|\n          ![Hash, String, Symbol].include?(param.class)\n        }\n\n        params -= [handler] if handler\n\n        hashes = []\n        hashes << params.pop while Hash === params.last || params.last.nil?\n\n        ns, binds = hashes.reverse\n\n        ns ", 0x1000)		 = 1108 0
read_nocancel(0x4, "om the Document with at() or search(), or create a new Node via Node.new().)\n          EOERR\n        end\n\n        data\n      end\n\n      def implied_xpath_context\n        \"./\"\n      end\n\n      def inspect_attributes\n        [:name, :namespace, :attribute_no", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/stringio.rb\0", 0x7FFF5FBFA140, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x7FFF5FBFA140, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA160, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/stringio.bundle\0", 0x7FFF5FBFA160, 0x0)		 = -1 Err#2
