SYSCALL(args) 		 = return
read_nocancel(0x4, "##\n# Base exception class for RubyGems.  All exception raised by RubyGems are a\n# subclass of this one.\nclass Gem::Exception < RuntimeError; end\n\nclass Gem::CommandLineError < Gem::Exception; end\n\nclass Gem::DependencyError < Gem::Exception; end\n\nclass Gem", 0x1000)		 = 2393 0
read_nocancel(0x4, "er(\"You don't have write permissions into the #{path} directory.\")\n  end\nend\n\n##\n# Used to raise parsing and loading errors\nclass Gem::FormatException < Gem::Exception\n  attr_accessor :file_path\nend\n\nclass Gem::GemNotFoundException < Gem::Exception\n  def i", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("./rubygems/defaults/operating_system.rb\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
stat64("./rubygems/defaults/operating_system.bundle\0", 0x7FFF5FBFD9B0, 0x0)		 = -1 Err#2
sigprocmask(0x3, 0x1000FDAE0, 0x0)		 = 0x0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x7FFF5FBFE0D0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE0F0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x7FFF5FBFE0F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE110, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x0, 0x100263010)		 = 4 0
fstat64(0x4, 0x7FFF5FBFDF40, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/custom_require.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD350, 0x7FFF5FBFD41C)		 = 0 0
read_nocancel(0x4, "#--\n# Copyright 2006 by Chad Fowler, Rich Kilmer, Jim Weirich and others.\n# All rights reserved.\n# See LICENSE.txt for permissions.\n#++\n\nmodule Kernel\n\n  if defined?(gem_original_require) then\n    # Ruby ships with a custom_require, override its require\n  ", 0x1000)		 = 1856 0
read_nocancel(0x4, " gem is activated (added to the\n  #   loadpath).\n  #\n  # The normal <tt>require</tt> functionality of returning false if\n  # that file has already been loaded is preserved.\n\n  def require path\n    if Gem.unresolved_deps.empty? or Gem.loaded_path? path then", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
sigaction(0x2, 0x7FFF5FBFF310, 0x7FFF5FBFF340)		 = 0 0
getpid(0x7FFF5FBFF350, 0x7FFFFFE00050, 0x0)		 = 48863 0
open_nocancel("/dev/urandom\0", 0x0, 0x0)		 = 4 0
read_nocancel(0x4, "i\375\350E)\355~\020|0\245\177\367\035\243\321&tor\340\335\214\230\205\ai\346i\027\356k\256\364f8\256{\240\024\377\330A3\256\3770\212\274\264\035'\257\260\277\356\a\251\370\324K\037\240JOf\262\350\016R\031\337A\377\330_\327\201\332'\370\352\271\002<&\227-\377\\\355Q\317\312{\006\203\370O\033\213\376\254) +e.\0", 0x6C)		 = 108 0
close_nocancel(0x4)		 = 0 0
issetugid(0x100000000, 0x7FFF5FBFF648, 0x7FFF5FC40530)		 = 0 0
geteuid(0x100000000, 0x7FFF5FBFF648, 0x0)		 = 0 0
__sysctl(0x7FFF5FBFD240, 0x2, 0x7FFF5FBFD200)		 = 0 0
__sysctl(0x7FFF5FBFD200, 0x2, 0x7FFF5FBFD29C)		 = 0 0
shared_region_check_np(0x7FFF5FBFD408, 0x0, 0x7FFF5FC1DC86)		 = 0 0
stat64("/usr/lib/dtrace/libdtrace_dyld.dylib\0", 0x7FFF5FBFC810, 0x7FFF5FBFCE50)		 = 0 0
open("/usr/lib/dtrace/libdtrace_dyld.dylib\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\312\376\272\276\0", 0x1000, 0x0)		 = 4096 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x1000)		 = 4096 0
mmap(0x100004000, 0x2000, 0x5, 0x12, 0x4, 0x7FFF00000001)		 = 0x4000 0
mmap(0x100006000, 0x1000, 0x3, 0x12, 0x4, 0x7FFF00000001)		 = 0x6000 0
mmap(0x100007000, 0x1F10, 0x1, 0x12, 0x4, 0x7FFF00000001)		 = 0x7000 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/libruby.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/libruby.dylib\0", 0x0, 0x0)		 = 4 0
pread(0x4, "\317\372\355\376\a\0", 0x1000, 0x0)		 = 4096 0
mmap(0x100009000, 0xD5000, 0x5, 0x12, 0x4, 0x7FFF00000001)		 = 0x9000 0
mmap(0x1000DE000, 0x4000, 0x3, 0x12, 0x4, 0x7FFF00000001)		 = 0xDE000 0
mmap(0x1000FF000, 0x52C08, 0x1, 0x12, 0x4, 0x7FFF00000001)		 = 0xFF000 0
fcntl(0x4, 0x2C, 0x7FFF5FBFA8A0)		 = 0 0
close(0x4)		 = 0 0
stat64("/usr/lib/libSystem.B.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
stat64("/usr/lib/libobjc.A.dylib\0", 0x7FFF5FBFC590, 0x7FFF5FBFCBD0)		 = 0 0
stat64("/usr/lib/system/libmathCommon.A.dylib\0", 0x7FFF5FBFC2F0, 0x7FFF5FBFC930)		 = 0 0
stat64("/usr/lib/libauto.dylib\0", 0x7FFF5FBFC410, 0x7FFF5FBFCA50)		 = 0 0
stat64("/usr/lib/libstdc++.6.dylib\0", 0x7FFF5FBFC410, 0x7FFF5FBFCA50)		 = 0 0
ioctl(0x4, 0x80086804, 0x7FFF5FBFD1A0)		 = 0 0
close(0x4)		 = 0 0
__sysctl(0x7FFF5FBFD090, 0x2, 0x7FFF5FBFD080)		 = 0 0
bsdthread_register(0x7FFF856A539C, 0x7FFF85685FB8, 0x2000)		 = 0 0
thread_selfid(0x7FFF856A539C, 0x7FFF85685FB8, 0x0)		 = 367528 0
open_nocancel("/dev/urandom\0", 0x0, 0x7FFF70A6EBE0)		 = 4 0
read_nocancel(0x4, "\221\362$\005\236Z\323\244\250n\246\3420\253\2329\017\355\234\361\216\314Oz\036\024\270\334\037\246q\377\260\031\032\263\265\025\276\232^7\316\322p\266\003\303\2163=l\205\247\0", 0x40)		 = 64 0
close_nocancel(0x4)		 = 0 0
mmap(0x0, 0x3000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x152000 0
__sysctl(0x7FFF5FBFCF10, 0x2, 0x7FFF5FBFCED0)		 = 0 0
__sysctl(0x7FFF5FBFCED0, 0x2, 0x7FFF5FBFCF68)		 = 0 0
getpid(0x7FFF5FBFCE60, 0x7FFFFFE00050, 0x0)		 = 48863 0
open_nocancel("/dev/urandom\0", 0x0, 0x0)		 = 4 0
read_nocancel(0x4, "\205C\350~x\323j\314\351\bH\021L\240fz/\034K\032q\3158B\225b\346^\353\301\0225\273Q\325\347p\245\2362\263\227\204r\330\221q}|\236\307\267\016\372\346\036\365\315^\227w\3506\312LE\\J5w\300\203\027\225\325&C\022~ \t9{e_\342\azblh`\321d\302+\362>\200/\214(EU\376 {\335\0", 0x6C)		 = 108 0
close_nocancel(0x4)		 = 0 0
__sysctl(0x7FFF5FBFCF10, 0x2, 0x7FFF5FBFCF3C)		 = 0 0
mmap(0x0, 0x17000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x155000 0
mmap(0x0, 0x17000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x16C000 0
mmap(0x0, 0x1000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x183000 0
mmap(0x0, 0x200000, 0x3, 0x1002, 0x7000000, 0x7FFF00000001)		 = 0x184000 0
munmap(0x100184000, 0x7C000)		 = 0 0
munmap(0x100300000, 0x84000)		 = 0 0
__sysctl(0x7FFF5FBFD070, 0x2, 0x7FFF5FBFD030)		 = 0 0
__sysctl(0x7FFF5FBFD030, 0x2, 0x7FFF70A7B760)		 = 0 0
__sysctl(0x7FFF5FBFD070, 0x2, 0x7FFF5FBFD030)		 = 0 0
__sysctl(0x7FFF5FBFD030, 0x2, 0x7FFF70A7B764)		 = 0 0
__sysctl(0x7FFF5FBFD070, 0x2, 0x7FFF5FBFD030)		 = 0 0
__sysctl(0x7FFF5FBFD030, 0x2, 0x7FFF70A7B768)		 = 0 0
mmap(0x0, 0x3000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x184000 0
__sysctl(0x7FFF5FBFD040, 0x2, 0x7FFF5FBFD000)		 = 0 0
__sysctl(0x7FFF5FBFD000, 0x2, 0x7FFF5FBFD098)		 = 0 0
__sysctl(0x7FFF5FBFD040, 0x2, 0x7FFF5FBFD06C)		 = 0 0
mmap(0x0, 0x17000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x187000 0
mmap(0x0, 0x17000, 0x3, 0x1002, 0x1000000, 0x7FFF00000001)		 = 0x19E000 0
mmap(0x0, 0x200000, 0x3, 0x1002, 0x7000000, 0x7FFF00000001)		 = 0x300000 0
munmap(0x100400000, 0x100000)		 = 0 0

